,Ministerio,Cargo,Es_Masculino,Sueldo bruto,AFP,SFS,Sueldo neto
527,Hacienda,Analista Portal de Transparencia Fiscal,0,60000.0,1722.0,1824.0,48527.75
528,Hacienda,Encargado División,0,118000.0,3386.6,3587.2,80617.34
529,Hacienda,Encargado Sección,0,105000.0,3013.5,3192.0,64723.44
530,Hacienda,Analista de Sistemas Tecnológico,0,65000.0,1865.5,1976.0,54225.72
531,Hacienda,Analista de Negocios I,0,80000.0,2296.0,2432.0,58331.62
532,Hacienda,Analista de Negocios I,0,80000.0,2296.0,2432.0,64099.28
533,Hacienda,Analista de Sistemas Tecnológicos,0,70000.0,2009.0,2128.0,44973.97
534,Hacienda,Analista de Sistemas Tecnológicos,1,55000.0,1578.5,1672.0,46849.26
535,Hacienda,Analista de Sistemas Tecnológicos,1,55000.0,1578.5,1672.0,48897.63
536,Hacienda,Analista de Sistemas Tecnológicos,1,55000.0,1578.5,1672.0,47416.5
537,Hacienda,Analista de Sistemas Tecnológicos,0,70000.0,2009.0,2128.0,52152.64
538,Hacienda,Analista de Sistemas Tecnológicos,1,55000.0,1578.5,1672.0,40189.58
539,Hacienda,Analista de Sistemas Tecnológicos,1,55000.0,1578.5,1672.0,46125.03
540,Hacienda,Analista de Sistemas Tecnológicos,1,55000.0,1578.5,1672.0,48453.17
541,Hacienda,Analista de Sistemas Tecnológicos,1,55000.0,1578.5,1672.0,46043.66
542,Hacienda,Analista de Sistemas Tecnológicos,0,75000.0,2152.5,2280.0,51956.47
543,Hacienda,Implementador,0,55000.0,1578.5,1672.0,32593.2
544,Hacienda,Soporte de Servicios al Usuario,1,70000.0,2009.0,2128.0,58782.86
545,Hacienda,Soporte de Servicios al Usuario,1,90000.0,2583.0,2736.0,69796.95
546,Hacienda,Soporte de Servicios al Usuario,1,70000.0,2009.0,2128.0,52167.5
547,Hacienda,Soporte Técnico Informatico,0,60000.0,1722.0,1824.0,51902.32
548,Hacienda,Coordinador de Pruebas y Documentación,0,105000.0,3013.5,3192.0,79221.45
549,Hacienda,Analista de Pruebas II,0,90000.0,2583.0,2736.0,72968.3
550,Hacienda,Analista de Pruebas I,1,70000.0,2009.0,2128.0,43151.98
551,Hacienda,Analista de Pruebas I,1,70000.0,2009.0,2128.0,56638.62
552,Hacienda,Analista de Pruebas Junior,0,60000.0,1722.0,1824.0,25024.6
553,Hacienda,Encargado Departamento,1,225000.0,6457.5,4943.8,167996.2
554,Hacienda,Encargado División,1,150000.0,4305.0,4560.0,113474.71
555,Hacienda,Encargado División,1,170500.0,4893.35,4943.8,120692.92
556,Hacienda,Encargado Sección,1,165000.0,4735.5,4943.8,124887.7
557,Hacienda,Gestor de Disponibilidad de Aplicaciones,1,145000.0,4161.5,4408.0,113480.01
558,Hacienda,Analista de Desarrollo,0,128000.0,3673.6,3891.2,99403.95
559,Hacienda,Analista de Desarrollo,0,145000.0,4161.5,4408.0,112265.01
560,Hacienda,Analista de Desarrollo,1,145000.0,4161.5,4408.0,112225.01
561,Hacienda,Analista de Desarrollo,1,160000.0,4592.0,4864.0,119596.39
562,Hacienda,Analista de Desarrollo,1,140000.0,4018.0,4256.0,108035.63
563,Hacienda,Analista de Desarrollo,1,160000.0,4592.0,4864.0,119046.26
564,Hacienda,Analista de Desarrollo,1,118000.0,3386.6,3587.2,86404.66
565,Hacienda,Analista de Desarrollo,1,128000.0,3673.6,3891.2,99718.53
566,Hacienda,Analista de Sistemas Tecnológicos,0,80000.0,2296.0,2432.0,65426.15
567,Hacienda,Analista de Sistemas Tecnológicos,1,70000.0,2009.0,2128.0,60394.52
568,Hacienda,Analista Programador,1,60000.0,1722.0,1824.0,44908.45
569,Hacienda,Desarrollador Informático,1,118000.0,3386.6,3587.2,93481.78
570,Hacienda,Desarrollador Informático,1,118000.0,3386.6,3587.2,92347.45
571,Hacienda,Desarrollador Informático,1,118000.0,3386.6,3587.2,91176.8
572,Hacienda,Desarrollador Informático,1,118000.0,3386.6,3587.2,92673.48
573,Hacienda,Desarrollador Informático,1,128000.0,3673.6,3891.2,101556.87
574,Hacienda,Desarrollador Informático,1,118000.0,3386.6,3587.2,92832.98
575,Hacienda,Desarrollador Informático,1,118000.0,3386.6,3587.2,75810.8
576,Hacienda,Diseñador de Página Web,1,118000.0,3386.6,3587.2,93481.78
577,Hacienda,Encargado Sección,0,125000.0,3587.5,3800.0,95872.21
578,Hacienda,Encargado Sección,1,125000.0,3587.5,3800.0,98351.51
579,Hacienda,Administrador de Base de Datos I,1,118000.0,3386.6,3587.2,92596.8
580,Hacienda,Administrador de Base de Datos I,1,118000.0,3386.6,3587.2,90575.89
581,Hacienda,Administrador de Redes I,1,105000.0,3013.5,3192.0,82734.87
582,Hacienda,Administrador de Servidor de Aplicación I,1,105000.0,3013.5,3192.0,80649.46
583,Hacienda,Administrador de Sistemas Operativos I,1,118000.0,3386.6,3587.2,92835.14
584,Hacienda,Viceministro del Tesoro,1,250000.0,7175.0,4943.8,186209.35
585,Hacienda,Especialista en Proyectos,0,170500.0,4893.35,4943.8,130179.27
586,Hacienda,Gestor de Proyectos,1,100000.0,2870.0,3040.0,70020.35
587,Hacienda,Auxiliar Administrativo II,0,30000.0,861.0,912.0,21577.23
588,Hacienda,Secretaria,0,45000.0,1291.5,1368.0,34581.77
589,Hacienda,Secretaria,0,49500.0,1420.65,1504.8,44766.12
590,Hacienda,Mensajero Interno,1,24000.0,688.8,729.6,20056.82
591,Hacienda,Analista de Deuda III,0,95000.0,2726.5,2888.0,75962.52
592,Hacienda,Analista de Desembolso I,0,65000.0,1865.5,1976.0,48164.54
593,Hacienda,Analista de Sistemas Tecnológico,1,70000.0,2009.0,2128.0,52701.7
594,Hacienda,Auxiliar Administrativo II,1,30000.0,861.0,912.0,25727.94
595,Hacienda,Auxiliar Administrativo,0,30000.0,861.0,912.0,17699.79
596,Hacienda,Auxiliar Administrativo I,0,25000.0,717.5,760.0,20258.84
597,Hacienda,Auxiliar Administrativo II,0,35000.0,1004.5,1064.0,31941.51
598,Hacienda,Secretaria,0,35000.0,1004.5,1064.0,29464.41
599,Hacienda,Coordinador de Análisis y Tramitación de Expedientes,0,85000.0,2439.5,2584.0,71374.51
600,Hacienda,Coordinador Técnico Administrativo,0,85000.0,2439.5,2584.0,71132.85
601,Hacienda,Coordinador Administrativo,0,60000.0,1722.0,1824.0,47829.8
602,Hacienda,Coordinador Técnico Administrativo,0,110000.0,3157.0,3344.0,85647.71
603,Hacienda,Coordinador Técnico Administrativo,0,75000.0,2152.5,2280.0,62622.97
604,Hacienda,Coordinador Técnico Administrativo,0,95000.0,2726.5,2888.0,72816.54
605,Hacienda,Supervisor de Casinos y Juegos de Azar,1,61116.0,1754.02,1857.92,50163.84
606,Hacienda,Técnico Administrativo,0,40000.0,1148.0,1216.0,36453.47
607,Hacienda,Técnico en Documentación,1,35000.0,1004.5,1064.0,32815.5
608,Hacienda,Técnico en Documentación,0,40000.0,1148.0,1216.0,35848.36
609,Hacienda,Auxiliar Administrativo II,0,30000.0,861.0,912.0,23182.81
610,Hacienda,Auxiliar Administrativo II,1,31500.0,904.05,957.6,27360.36
611,Hacienda,Auxiliar Administrativo II,0,30000.0,861.0,912.0,23671.83
612,Hacienda,Auxiliar Administrativo II,0,30000.0,861.0,912.0,25808.53
613,Hacienda,Auxiliar Administrativo II,1,30000.0,861.0,912.0,26270.0
614,Hacienda,Auxiliar de Casinos y Juegos de Azar,1,30000.0,861.0,912.0,26727.72
615,Hacienda,Auxiliar de Casinos y Juegos de Azar,1,30000.0,861.0,912.0,27862.99
616,Hacienda,Auxiliar de Casinos y Juegos de Azar,1,30000.0,861.0,912.0,26919.98
617,Hacienda,Auxiliar de Casinos y Juegos de Azar,0,30000.0,861.0,912.0,25829.14
618,Hacienda,Auxiliar de Casinos y Juegos de Azar,0,30000.0,861.0,912.0,28122.0
619,Hacienda,Auxiliar de Casinos y Juegos de Azar,1,28000.0,803.6,851.2,16608.16
620,Hacienda,Auxiliar de Casinos y Juegos de Azar,1,28000.0,803.6,851.2,18520.44
621,Hacienda,Auxiliar de Casinos y Juegos de Azar,1,28000.0,803.6,851.2,18799.78
622,Hacienda,Auxiliar de Casinos y Juegos de Azar,1,28000.0,803.6,851.2,18134.44
623,Hacienda,Auxiliar de Casinos y Juegos de Azar,0,28000.0,803.6,851.2,20292.87
624,Hacienda,Secretaria,0,35000.0,1004.5,1064.0,27709.97
625,Hacienda,Secretaria,0,50000.0,1435.0,1520.0,34723.87
626,Hacienda,Secretaria,0,35000.0,1004.5,1064.0,27858.17
627,Hacienda,Secretaria,0,35000.0,1004.5,1064.0,25939.46
628,Hacienda,Encargado Departamento,0,125000.0,3587.5,3800.0,96226.59
629,Hacienda,Abogado II,1,65000.0,1865.5,1976.0,47805.67
630,Hacienda,Analista de Expedientes de Casinos y Juegos de Azar,0,50000.0,1435.0,1520.0,38012.39
631,Hacienda,Analista de Expedientes de Casinos y Juegos de Azar,0,50000.0,1435.0,1520.0,39953.55
632,Hacienda,Analista de Expedientes de Casinos y Juegos de Azar,1,50000.0,1435.0,1520.0,36885.69
633,Hacienda,Analista de Expedientes de Casinos y Juegos de Azar,0,80000.0,2296.0,2432.0,65985.93
634,Hacienda,Técnico en Documentación,1,45000.0,1291.5,1368.0,22957.97
635,Hacienda,Técnico en Documentación,1,35000.0,1004.5,1064.0,27846.96
636,Hacienda,Técnico en Documentación,1,35000.0,1004.5,1064.0,32420.32
637,Hacienda,Coordinador de Casinos y Juegos de Azar,1,65000.0,1865.5,1976.0,36324.12
638,Hacienda,Coordinador de Casinos y Juegos de Azar,0,50000.0,1435.0,1520.0,42474.84
639,Hacienda,Coordinador de Casinos y Juegos de Azar,0,60500.0,1736.35,1839.2,49273.72
640,Hacienda,Coordinador de Casinos y Juegos de Azar,0,50000.0,1435.0,1520.0,42293.75
641,Hacienda,Coordinador de Casinos y Juegos de Azar,1,60000.0,1722.0,1824.0,51557.32
642,Hacienda,Coordinador de Casinos y Juegos de Azar,0,50000.0,1435.0,1520.0,15542.63
643,Hacienda,Coordinador de Casinos y Juegos de Azar,0,65000.0,1865.5,1976.0,52052.12
644,Hacienda,Supervisor de Casinos y Juegos de Azar,1,61116.0,1754.02,1857.92,53382.38
645,Hacienda,Supervisor de Casinos y Juegos de Azar,1,61116.0,1754.02,1857.92,45740.2
646,Hacienda,Analista de Datos,1,40000.0,1148.0,1216.0,24734.91
647,Hacienda,Técnico Administrativo,0,40000.0,1148.0,1216.0,24392.29
648,Hacienda,Técnico Administrativo,1,45000.0,1291.5,1368.0,38028.85
649,Hacienda,Inspector de Casinos y Juegos de Azar,1,40000.0,1148.0,1216.0,36490.95
650,Hacienda,Inspector de Casinos y Juegos de Azar,0,40000.0,1148.0,1216.0,20023.69
651,Hacienda,Inspector de Casinos y Juegos de Azar,0,55000.0,1578.5,1672.0,30019.07
652,Hacienda,Inspector de Casinos y Juegos de Azar,1,50000.0,1435.0,1520.0,32774.94
653,Hacienda,Inspector de Casinos y Juegos de Azar,1,40000.0,1148.0,1216.0,34054.59
654,Hacienda,Inspector de Casinos y Juegos de Azar,1,40000.0,1148.0,1216.0,29324.54
655,Hacienda,Auxiliar de Casinos y Juegos de Azar,1,28000.0,803.6,851.2,25133.73
656,Hacienda,Auxiliar de Casinos y Juegos de Azar,1,25000.0,717.5,760.0,3844.87
657,Hacienda,Auxiliar de Casinos y Juegos de Azar,0,25000.0,717.5,760.0,23213.1
658,Hacienda,Inspector de Casinos y Juegos de Azar,1,40000.0,1148.0,1216.0,29276.66
659,Hacienda,Auxiliar de Casinos y Juegos de Azar,1,30000.0,861.0,912.0,24684.2
660,Hacienda,Auxiliar de Casinos y Juegos de Azar,1,30000.0,861.0,912.0,26427.38
661,Hacienda,Auxiliar de Casinos y Juegos de Azar,0,30000.0,861.0,912.0,27239.39
662,Hacienda,Auxiliar de Casinos y Juegos de Azar,0,30000.0,861.0,912.0,27743.99
663,Hacienda,Auxiliar de Casinos y Juegos de Azar,0,28000.0,803.6,851.2,20085.64
664,Hacienda,Auxiliar de Casinos y Juegos de Azar,1,28000.0,803.6,851.2,18754.25
665,Hacienda,Auxiliar de Casinos y Juegos de Azar,1,28000.0,803.6,851.2,20495.13
666,Hacienda,Auxiliar de Casinos y Juegos de Azar,1,28000.0,803.6,851.2,21393.4
667,Hacienda,Auxiliar de Casinos y Juegos de Azar,1,28000.0,803.6,851.2,24600.34
668,Hacienda,Auxiliar de Casinos y Juegos de Azar,1,28000.0,803.6,851.2,24705.21
669,Hacienda,Auxiliar de Casinos y Juegos de Azar,1,28000.0,803.6,851.2,18308.91
670,Hacienda,Auxiliar de Casinos y Juegos de Azar,1,28000.0,803.6,851.2,22491.81
671,Hacienda,Auxiliar de Casinos y Juegos de Azar,1,28000.0,803.6,851.2,20006.31
672,Hacienda,Auxiliar de Casinos y Juegos de Azar,1,28000.0,803.6,851.2,20046.41
673,Hacienda,Auxiliar de Casinos y Juegos de Azar,0,28000.0,803.6,851.2,20078.42
674,Hacienda,Auxiliar de Casinos y Juegos de Azar,1,28000.0,803.6,851.2,17551.15
675,Hacienda,Auxiliar de Casinos y Juegos de Azar,1,28000.0,803.6,851.2,24413.75
676,Hacienda,Auxiliar de Casinos y Juegos de Azar,1,28000.0,803.6,851.2,20058.8
677,Hacienda,Auxiliar de Casinos y Juegos de Azar,1,28000.0,803.6,851.2,21943.32
678,Hacienda,Analista de Antilavados II,1,65000.0,1865.5,1976.0,54312.76
679,Hacienda,Analista de Riesgos de Lavado de Activos I,1,60000.0,1722.0,1824.0,45466.8
680,Hacienda,Analista de Riesgos de Lavado de Activos I,0,60000.0,1722.0,1824.0,37942.32
681,Hacienda,Analista de Prevención del Lavado de Activos,1,61116.0,1754.02,1857.92,42270.75
682,Hacienda,Analista de Prevención del Lavado de Activos,1,61116.0,1754.02,1857.92,49960.45
683,Hacienda,Analista de Prevención del Lavado de Activos,1,50000.0,1435.0,1520.0,28956.74
684,Hacienda,Analista de Prevención del Lavado de Activos,1,50000.0,1435.0,1520.0,43840.42
685,Hacienda,Analista de Prevención del Lavado de Activos,1,50000.0,1435.0,1520.0,34104.26
686,Hacienda,"Viceministro de Presupuesto, Patrimonio y Contabilidad",1,250000.0,7175.0,4943.8,189803.03
687,Hacienda,Subdirector,0,140000.0,4018.0,4256.0,103863.05
688,Hacienda,Fiscalizador de Generación Eléctrica,1,60000.0,1722.0,1824.0,44012.12
689,Hacienda,Auxiliar Administrativo II,1,30000.0,861.0,912.0,27902.0
690,Hacienda,Encargado División,0,105000.0,3013.5,3192.0,76388.13
691,Hacienda,Encargado Departamento,0,125000.0,3587.5,3800.0,94987.87
692,Hacienda,Analista Hidrocarburos II,0,70000.0,2009.0,2128.0,54279.77
693,Hacienda,Analista Hidrocarburos II,1,70000.0,2009.0,2128.0,57722.9
694,Hacienda,Analista Hidrocarburos I,0,50000.0,1435.0,1520.0,36462.64
695,Hacienda,Fiscalizador de Hidrocarburos II,1,70000.0,2009.0,2128.0,41479.43
696,Hacienda,Fiscalizador de Hidrocarburos II,0,70000.0,2009.0,2128.0,57075.36
697,Hacienda,Director General,0,211500.0,6070.05,4943.8,159198.4
698,Hacienda,Soporte Administrativo,1,35000.0,1004.5,1064.0,32049.86
699,Hacienda,Auxiliar Administrativo II,0,30000.0,861.0,912.0,28131.5
700,Hacienda,Secretaria,0,45000.0,1291.5,1368.0,37261.92
701,Hacienda,Director de Area,1,200000.0,5740.0,4943.8,141872.83
702,Hacienda,Analista de Estadisticas Fiscales II,1,95000.0,2726.5,2888.0,68115.99
703,Hacienda,Analista de Estadisticas Fiscales II,0,95000.0,2726.5,2888.0,76262.34
704,Hacienda,Analista de Estudios Fiscales II,0,85000.0,2439.5,2584.0,66153.93
705,Hacienda,Viceministro de Políticas Tributarias,1,250000.0,7175.0,4943.8,187103.03
706,Hacienda,Director General,0,211500.0,6070.05,4943.8,158462.41
707,Hacienda,SubDirector General,0,165000.0,4735.5,4943.8,126232.66
708,Hacienda,Encargado División,0,115000.0,3300.5,3496.0,89519.24
709,Hacienda,Supervisor de Incentivos y Exoneraciones Tributarias,1,60000.0,1722.0,1824.0,34111.23
710,Hacienda,Analista Recursos Humanos I,0,49500.0,1420.65,1504.8,33298.41
711,Hacienda,Analista Financiero,0,45000.0,1291.5,1368.0,32464.17
712,Hacienda,Encargado Sección,0,40000.0,1148.0,1216.0,33717.5
713,Hacienda,Secretaria,0,50000.0,1435.0,1520.0,30770.83
714,Hacienda,Secretaria,0,50000.0,1435.0,1520.0,45166.0
715,Hacienda,Secretaria,0,50000.0,1435.0,1520.0,36546.8
716,Hacienda,Secretaria,0,35000.0,1004.5,1064.0,30638.7
717,Hacienda,Auxiliar Administrativo I,0,25000.0,717.5,760.0,21792.75
718,Hacienda,Auxiliar de Documentación,1,45000.0,1291.5,1368.0,41167.18
719,Hacienda,Analista Asuntos Arancelarios y Negociaciones Cormerciales,0,85000.0,2439.5,2584.0,71212.85
720,Hacienda,Encargado Departamento,0,120000.0,3444.0,3648.0,93066.32
721,Hacienda,Soporte Administrativo,0,35000.0,1004.5,1064.0,32906.5
722,Hacienda,Analista de Estudios y Políticas Tributarias II,0,95000.0,2726.5,2888.0,62314.16
723,Hacienda,Analista de Estudios y Proyecciones de la Recaudación II,0,95000.0,2726.5,2888.0,73966.06
724,Hacienda,Analista de Estudios y Políticas Tributarias II,1,63000.0,1808.1,1915.2,54191.76
725,Hacienda,Analista de Estudios y Políticas Tributarias I,1,60000.0,1722.0,1824.0,45432.47
726,Hacienda,Analista de Normas y Políticas Tributarias I,0,60000.0,1722.0,1824.0,48730.29
727,Hacienda,Analista de Normas y Políticas Tributarias I,0,60000.0,1722.0,1824.0,51549.85
728,Hacienda,Encargado División,0,115000.0,3300.5,3496.0,82414.65
729,Hacienda,Analista Asuntos Arancelarios y Negociaciones Cormerciales,1,77000.0,2209.9,2340.8,65160.31
730,Hacienda,Encargado Departamento,0,120000.0,3444.0,3648.0,52047.03
731,Hacienda,Encargado División,1,115000.0,3300.5,3496.0,79575.16
732,Hacienda,Coordinador de Análisis y Tramitación de Expedientes,0,85000.0,2439.5,2584.0,69090.11
733,Hacienda,Coordinador de Organismos Internacionales,0,65000.0,1865.5,1976.0,45989.39
734,Hacienda,Analista de Expedientes de Incentivos y Exoneraciones,0,65000.0,1865.5,1976.0,55896.51
735,Hacienda,Analista de Expedientes de Incentivos y Exoneraciones,0,65000.0,1865.5,1976.0,51261.07
736,Hacienda,Analista de Expedientes de Incentivos y Exoneraciones,1,65000.0,1865.5,1976.0,54629.96
737,Hacienda,Analista de Expedientes de Incentivos y Exoneraciones,0,65000.0,1865.5,1976.0,54029.36
738,Hacienda,Analista de Expedientes de Incentivos y Exoneraciones,0,65000.0,1865.5,1976.0,54454.31
739,Hacienda,Analista de Expedientes de Incentivos y Exoneraciones,0,65000.0,1865.5,1976.0,50964.47
740,Hacienda,Analista de Expedientes de Incentivos y Exoneraciones,0,65000.0,1865.5,1976.0,54365.37
741,Hacienda,Analista de Expedientes de Incentivos y Exoneraciones,0,65000.0,1865.5,1976.0,49114.45
742,Hacienda,Analista de Expedientes de Incentivos y Exoneraciones,0,65000.0,1865.5,1976.0,52208.2
743,Hacienda,Analista de Expedientes de Incentivos y Exoneraciones,1,65000.0,1865.5,1976.0,45010.29
744,Hacienda,Analista de Expedientes de Incentivos y Exoneraciones,0,65000.0,1865.5,1976.0,53680.96
745,Hacienda,Analista de Expedientes de Incentivos y Exoneraciones,0,65000.0,1865.5,1976.0,55140.38
746,Hacienda,Analista de Expedientes de Incentivos y Exoneraciones Tributarias,0,65000.0,1865.5,1976.0,52970.58
747,Hacienda,Técnico en Documentación,0,35000.0,1004.5,1064.0,26701.0
748,Hacienda,Técnico en Documentación,0,35000.0,1004.5,1064.0,30532.73
749,Hacienda,Auxiliar de Documentación,0,31500.0,904.05,957.6,27868.37
750,Hacienda,Analista de Datos,1,3600.0,103.32,109.44,1364.81
751,Hacienda,Analista de Datos,0,55000.0,1578.5,1672.0,34423.73
752,Hacienda,Viceministro de Crédito Público,0,250000.0,7175.0,4943.8,189803.03
753,Hacienda,Encargado División,0,120000.0,3444.0,3648.0,88590.09
754,Hacienda,Asesor,0,240000.0,6888.0,4943.8,181383.95
755,Hacienda,Coordinador de Relaciones con Inversionistas,0,120000.0,3444.0,3648.0,78637.45
756,Hacienda,Secretaria Ejecutiva Bilingüe,0,50000.0,1435.0,1520.0,35114.06
757,Hacienda,Secretaria Ejecutiva Bilingüe,0,50000.0,1435.0,1520.0,42228.2
758,Hacienda,Auxiliar Administrativo II,1,30000.0,861.0,912.0,26133.61
759,Hacienda,Auxiliar Administrativo II,1,35000.0,1004.5,1064.0,31916.1
760,Hacienda,Analista de Financiamiento,0,75000.0,2152.5,2280.0,63023.16
761,Hacienda,Analista de Desembolso II,0,75000.0,2152.5,2280.0,63601.47
762,Hacienda,Analista de Deuda II,0,70000.0,2009.0,2128.0,60307.86
763,Hacienda,Analista de Financiamiento General,0,75000.0,2152.5,2280.0,57960.15
764,Hacienda,Analista Análisis de Mercado II,1,31166.67,894.48,947.46,26752.7
765,Hacienda,Analista de Financiamiento,0,95000.0,2726.5,2888.0,78431.26
766,Hacienda,Analista de Financiamiento General,0,70000.0,2009.0,2128.0,59434.94
767,Hacienda,Analista de Mercado I,1,60000.0,1722.0,1824.0,51570.7
768,Hacienda,Analista de Deuda III,1,95000.0,2726.5,2888.0,76882.25
769,Hacienda,Analista de Deuda I,0,60000.0,1722.0,1824.0,51222.35
770,Hacienda,Director de Area,0,200000.0,5740.0,4943.8,145945.5
771,Hacienda,Encargado División,0,125000.0,3587.5,3800.0,95844.67
772,Hacienda,Analista de Deuda III,0,95000.0,2726.5,2888.0,70663.85
773,Hacienda,Analista de Deuda III,1,95000.0,2726.5,2888.0,75274.6
774,Hacienda,Analista de Deuda III,0,95000.0,2726.5,2888.0,75596.71
775,Hacienda,Analista de Presupuesto II,0,95000.0,2726.5,2888.0,71932.92
776,Hacienda,Analista de Presupuesto I,0,60000.0,1722.0,1824.0,52777.51
0,Publico,AUXILIAR ADMINISTRATIVO,0,43000.0,1234.1,1307.2,35206.07
1,Publico,TÉCNICO ADMINISTRATIVO,0,37000.0,1061.9,1124.8,34769.05
2,Publico,CONTADOR (A) I,0,39000.0,1119.3,1185.6,20040.47
3,Publico,AUXILIAR ADMINISTRATIVO,1,26000.0,746.2,790.4,12671.23
4,Publico,TÉCNICO ADMINISTRATIVO,1,40000.0,1148.0,1216.0,35882.77
5,Publico,TÉCNICO ADMINISTRATIVO,1,43000.0,1234.1,1307.2,27567.23
6,Publico,AUXILIAR ADMINISTRATIVO,1,30000.0,861.0,912.0,26788.55
7,Publico,ENCARGADO (A) DE DIVISIÓN DE ALMACÉN Y SUMINISTROS,1,65000.0,1865.5,1976.0,43782.35
8,Publico,AUXILIAR ADMINISTRATIVO,1,30000.0,861.0,912.0,18498.21
9,Publico,CONSERJE,0,17600.0,505.12,535.04,15034.84
10,Publico,ENCARGADO (A) DE AGENTES VTP,0,32000.0,918.4,972.8,17407.02
11,Publico,TÉCNICO ADMINISTRATIVO,0,50000.0,1435.0,1520.0,38893.83
12,Publico,ENCARGADO (A) DEL DEPARTAMENTO DE CORRESPONDENCIA Y DESPACHO,1,39200.0,1125.04,1191.68,14993.54
13,Publico,MENSAJERO EXTERNO,1,28000.0,803.6,851.2,14915.9
14,Publico,SUPERVISOR (A) DE AGENTES VTP,1,40000.0,1148.0,1216.0,32168.35
15,Publico,CHOFER II,1,35000.0,1004.5,1064.0,25184.26
16,Publico,SUPERVISOR (A) DE AGENTES VTP,1,40000.0,1148.0,1216.0,17999.71
17,Publico,SUB-COORDINADOR SEGURIDAD,1,71500.0,2052.05,2173.6,55178.68
18,Publico,SUPERVISOR (A) DE AGENTES VTP,1,40000.0,1148.0,1216.0,18394.9
19,Publico,SUPERVISOR (A) DE AGENTES VTP,1,40000.0,1148.0,1216.0,37168.35
20,Publico,COCINERO (A),0,20000.0,574.0,608.0,18793.0
21,Publico,MÉDICO,0,33000.0,947.1,1003.2,29512.25
22,Publico,ENFERMERO (A),0,25000.0,717.5,760.0,23497.5
23,Publico,ABOGADO (A) I,0,40000.0,1148.0,1216.0,24235.02
24,Publico,COCINERO (A),0,18000.0,516.6,547.2,15733.23
25,Publico,COCINERO (A),0,18000.0,516.6,547.2,12781.46
26,Publico,PSICÓLOGO (A),0,33000.0,947.1,1003.2,19879.11
27,Publico,AUXILIAR ADMINISTRATIVO,0,26000.0,746.2,790.4,18309.21
28,Publico,CHOFER I,1,25000.0,717.5,760.0,13359.4
29,Publico,CHOFER I,1,22000.0,631.4,668.8,17495.06
30,Publico,ENCARGADO (A) DE AGENTES VTP,1,32000.0,918.4,972.8,23619.68
31,Publico,SUB-DIRECTOR (A) DE SEGURIDAD Y VIGILANCIA,1,50000.0,1435.0,1520.0,43752.55
32,Publico,CHOFER II,1,27000.0,774.9,820.8,24128.89
33,Publico,SUPERVISOR (A) DE AGENTES VTP,1,40000.0,1148.0,1216.0,24297.17
34,Publico,DIRECTOR (A) DE CENTRO CORRECCIÓN Y REHABILITACIÓN,1,60500.0,1736.35,1839.2,28670.61
35,Publico,AUXILIAR DE ECONOMATO,1,26000.0,746.2,790.4,24438.4
36,Publico,AGENTE  VTP,1,27000.0,774.9,820.8,11907.24
37,Publico,AUXILIAR ADMINISTRATIVO,0,26000.0,746.2,790.4,23407.99
38,Publico,SUPERVISOR (A) DE AGENTES VTP,1,40000.0,1148.0,1216.0,32776.79
39,Publico,DIRECTOR (A) DE CENTRO CORRECCIÓN Y REHABILITACIÓN,1,60500.0,1736.35,1839.2,37105.55
40,Publico,PSIQUIATRA,1,50000.0,1435.0,1520.0,45166.0
41,Publico,DIRECTOR (A) DE CENTRO CORRECCIÓN Y REHABILITACIÓN,1,60500.0,1736.35,1839.2,32722.88
42,Publico,AGENTE  VTP,1,27000.0,774.9,820.8,25379.3
43,Publico,AUXILIAR ADMINISTRATIVO,0,28000.0,803.6,851.2,13351.2
44,Publico,AGENTE  VTP,0,27000.0,774.9,820.8,21616.44
45,Publico,SECRETARIA (O),0,26000.0,746.2,790.4,24438.4
46,Publico,PSICÓLOGO (A),0,33000.0,947.1,1003.2,27512.25
47,Publico,CHOFER I,1,22000.0,631.4,668.8,20674.8
48,Publico,CHOFER II,1,27000.0,774.9,820.8,25379.3
49,Publico,AUXILIAR DE ECONOMATO,1,26000.0,746.2,790.4,24438.4
50,Publico,CHOFER II,1,27000.0,774.9,820.8,22354.4
51,Publico,COCINERO (A),0,20000.0,574.0,608.0,13687.99
52,Publico,SECRETARIA (O),0,26000.0,746.2,790.4,13532.98
53,Publico,SUB-DIRECTOR (A) GENERAL DE SEGURIDAD Y VIGILANCIA,1,50000.0,1435.0,1520.0,19997.41
54,Publico,ENCARGADO (A) DE AGENTES VTP,1,32000.0,918.4,972.8,21046.7
55,Publico,CHOFER I,1,22000.0,631.4,668.8,9337.83
56,Publico,ABOGADO (A) I,1,40000.0,1148.0,1216.0,26635.26
57,Publico,PSICÓLOGO (A),0,33000.0,947.1,1003.2,31024.7
58,Publico,CONSERJE,0,20000.0,574.0,608.0,18793.0
59,Publico,SECRETARIA (O),0,26000.0,746.2,790.4,19924.21
60,Publico,CHOFER II,1,30000.0,861.0,912.0,28202.0
61,Publico,MAYORDOMO,1,22000.0,631.4,668.8,19261.35
62,Publico,COCINERO (A),1,20000.0,574.0,608.0,17615.03
63,Publico,MÉDICO,1,33000.0,947.1,1003.2,31024.7
64,Publico,AUXILIAR ADMINISTRATIVO,1,26000.0,746.2,790.4,13839.04
65,Publico,SUB-DIRECTOR (A) DE SEGURIDAD Y VIGILANCIA,1,50000.0,1435.0,1520.0,33440.92
